title,plot
Giant (1956),"Giant. Texan rancher Bick Benedict visits a Maryland farm to buy a prize horse. Whilst there he meets and falls in love with the owner's daughter Leslie, they are married immediately and return to his ranch. The story of their family and its rivalry with cowboy and (later oil tycoon) Jett Rink unfolds across two generations."
"39 Steps, The (1935)","39 Steps, The. "
Night of the Living Dead (1968),"Night of the Living Dead. Barbra and Johnny visit their father's grave in a remote cemetery when they are suddenly set upon by zombies. Barbra manages to get away and takes refuge in what seems to be an abandoned farm house. She is soon joined by Ben who stopped at the house in need of gas. Beset by the walking dead all around them Ben does his best to secure the doors and windows. The news reports are grim however with creatures returning to life everywhere. Barbra and Ben are surprised when they realize there are 5 people hiding out in the basement: Harry, Helen and Judy Cooper; and a young couple, Tom and Judy. Dissensions sets in almost immediately with Harry Cooper wanting to be in charge. As their situation deteriorates, their chances of surviving the night lessen minute by minute."
Extreme Measures (1996),"Extreme Measures. Thriller about Guy Luthan (Hugh Grant), a British doctor working at a hospital in New York who starts making unwanted enquiries when the body of a man who died in his emergency room disappears. The trail leads Luthan to the door of the eminent surgeon Dr Lawrence Myrick (Gene Hackman), but Luthan soon finds himself in danger from people who want the hospital's secret to remain undiscovered."
"Sword in the Stone, The (1963)","Sword in the Stone, The. "
Robin Hood: Prince of Thieves (1991),"Robin Hood: Prince of Thieves. After being captured by Turks during the Crusades, Robin of Locksley and a Moor, Azeem, escape back to England, where Azeem vows to remain until he repays Robin for saving his life. Meanwhile, Robin's father, a nobleman loyal to King Richard the Lionhearted, has been murdered by the brutal Sheriff of Nottingham, who helped install Richard's treacherous brother, Prince John, as king while Richard is overseas fighting the Crusades. When Robin returns home, he vows to avenge his father's death and restore Richard to the throne. Even though Maid Marian, his childhood friend, cannot help him, he escapes to the Forest of Sherwood where he joins a band of exiled villagers and becomes their leader. With their help he attempts to cleanse the land of the evil that the Sheriff has spread."
Sleepers (1996),"Sleepers. Four boys growing up in Hell's Kitchen play a prank that leads to an old man getting hurt. Sentenced to no less than one year in the Wilkenson Center in upstate New York, the four friends are changed by the beating, humiliation and sexual abuse by the guards sworn to protect them. Thirteen years later and a chance meeting lead to a chance for revenge against the Wilkenson Center and the guards."
Victor/Victoria (1982),"Victor/Victoria. A struggling female soprano finds work playing a male female impersonator, but it complicates her personal life."
"Crying Game, The (1992)","Crying Game, The. "
Sophie's Choice (1982),"Sophie's Choice. Sophie is the survivor of Nazi concentration camps, who has found a reason to live in Nathan, a sparkling if unsteady American Jew obsessed with the Holocaust. They befriend Stingo, the movie's narrator, a young American writer new to New York City. But the happiness of Sophie and Nathan is endangered by her ghosts and his obsessions."
"Christmas Carol, A (1938)","Christmas Carol, A. "
Escape from New York (1981),"Escape from New York. In the future, crime is out of control and New York City is a maximum security prison. Grabbing a bargaining chip right out of the air, convicts bring down the President's plane in bad old Gotham. Gruff Snake Plissken, a one-eyed lone warrior new to prison life, is coerced into bringing the President, and his cargo, out of this land of undesirables."
"Cook the Thief His Wife & Her Lover, The (1989)","Cook the Thief His Wife & Her Lover, The. The wife of a barbaric crime boss engages in a secretive romance with a gentle bookseller between meals at her husband's restaurant. Food, colour coding, sex, murder, torture and cannibalism are the exotic fare in this beautifully filmed but brutally uncompromising modern fable which has been interpreted as an allegory for Thatcherism."
"Grifters, The (1990)","Grifters, The. "
Ran (1985),"Ran. Japanese warlord Hidetori Ichimonji decides the time has come to retire and divide his fiefdom among his three sons. His eldest and middle sons - Taro and Jiro - agree with his decision and promise to support him for his remaining days. The youngest son Saburo disagrees with all of them arguing that there is little likelihood the three brothers will remain united. Insulted by his son's brashness, the warlord banishes Saburo. As the warlord begins his retirement, he quickly realizes that his two eldest sons selfish and have no intention of keeping their promises. It leads to war and only banished Saburo c an possibly save him."
"Quiet Man, The (1952)","Quiet Man, The. "
Once Upon a Time in America (1984),"Once Upon a Time in America. Epic tale of a group of Jewish gangsters in New York, from childhood, through their glory years during prohibition, and their meeting again 35 years later."
"Seventh Seal, The (Sjunde inseglet, Det) (1957)","Seventh Seal, The (Sjunde inseglet, Det). "
Glory (1989),"Glory. Shaw was an officer in the Federal Army during the American Civil War who volunteered to lead the first company of black soldiers. Shaw was forced to deal with the prejudices of both the enemy (who had orders to kill commanding officers of blacks), and of his own fellow officers."
Rosencrantz and Guildenstern Are Dead (1990),Rosencrantz and Guildenstern Are Dead. 
Chinatown (1974),"Chinatown. JJ 'Jake' Gittes is a private detective who seems to specialize in matrimonial cases. He is hired by Evelyn Mulwray when she suspects her husband Hollis, builder of the city's water supply system, of having an affair. Gittes does what he does best and photographs him with a young girl but in the ensuing scandal, it seems he was hired by an impersonator and not the real Mrs. Mulwray. When Mr. Mulwray is found dead, Jake is plunged into a complex web of deceit involving murder, incest and municipal corruption all related to the city's water supply."
Stand by Me (1986),"Stand by Me. After the death of a friend, a writer recounts a boyhood journey to find the body of a missing boy."
"Manchurian Candidate, The (1962)","Manchurian Candidate, The. "
Pump Up the Volume (1990),Pump Up the Volume. Mark runs a pirate radio station and causes an uproar when he speaks his mind and enthralls fellow teens.
Arsenic and Old Lace (1944),"Arsenic and Old Lace. Mortimer Brewster is a newspaperman and author known for his diatribes against marriage. We watch him being married at city hall in the opening scene. Now all that is required is a quick trip home to tell Mortimer's two maiden aunts. While trying to break the news, he finds out his aunts' hobby; killing lonely old men and burying them in the cellar. It gets worse."
Fried Green Tomatoes (1991),Fried Green Tomatoes. A housewife who is unhappy with her life befriends an old lady in a nursing home and is enthralled by the tales she tells of people she used to know.
High Noon (1952),"High Noon. A marshall, personally compelled to face a returning deadly enemy, finds that his own town refuses to help him."
Somewhere in Time (1980),"Somewhere in Time. Young writer Richard Collier is met on the opening night of his first play by an old lady who begs him to ""Come back to me"". Mystified, he tries to find out about her, and learns that she is a famous stage actress from the early 1900s, Elise McKenna. Becoming more and more obsessed with her, he manages, by self hypnosis, to travel back in time where he meets her. They fall in love, a matching that is not appreciated by her manager. Can their love outlast the immense problems caused by their ""time"" difference? And can Richard remain in a time that is not his?"
Being There (1979),"Being There. A simple-minded gardener named Chance has spent all his life in the Washington D.C. house of an old man. When the man dies, Chance is put out on the street with no knowledge of the world except what he has learned from television. After a run in with a limousine, he ends up a guest of a woman (Eve) and her husband Ben, an influential but sickly businessman. Now called Chauncey Gardner, Chance becomes friend and confidante to Ben, and an unlikely political insider."
Alien 3 (1992),"Alien 3. This made-for-TV documentary details the work that went into the production of Alien 3, David Fincher's 1992 continuation of the classic series about the battle between starship crewman Ripley and the killer alien species that just won't die. Science fiction fans are treated to a behind-the-scenes look at the making of this third installment of the Alien series, as well as to interviews with the director, cast members and special effects artists, who give their insights into the efforts that were needed to bring this project to completion."
Candyman (1992),"Candyman. Helen Lyle is a student who decides to write a thesis about local legends and myths. She visits a part of the town, where she learns about the legend of the Candyman, a one-armed man who appears when you say his name five times, in front of a mirror. Of course, Helen doesn't believe all this stuff, but the people of the area are really afraid. When she ignores their warnings and begins her investigation in the places that he is rumored to appear, a series of horrible murders begins. Could the legend be true?"
Cape Fear (1962),"Cape Fear. Small-town lawyer Sam Bowden's life becomes torturous when Max Cady re-enters his life. Cady went to jail for 8 years after Bowden testified that Cady attacked a young woman. Now that Cady has been released, he begins to terrorize Bowden and his family, particularly targeting Bowden's daughter, Nancy. Initially, Cady uses his newfound knowledge of the law (learned in prison) to annoy the Bowdens, then poisons the family dog... Who's next ?"
"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)","Nosferatu (Nosferatu, eine Symphonie des Grauens). "
"Crucible, The (1996)","Crucible, The. "
Volcano (1997),"Volcano. Something unspeakably chilling is ultimately starting to heat up at The City of Los Angeles! Beneath the famed La Brea Tar Pits, a raging volcano has formed, raining a storm of deadly fire bombs and an endless tide of white-hot lava upon the stunned city!"
Conan the Barbarian (1981),Conan the Barbarian. 
I Know What You Did Last Summer (1997),"I Know What You Did Last Summer. After an accident on a winding road, four teens make the fatal mistake of dumping their victim's body into the sea. But exactly one year later, the dead man returns from his watery grave and he's looking for more than an apology."
In the Line of Fire (1993),"In the Line of Fire. Frank Horrigan is a secret service agent who keeps thinking back to November 22, 1963, when, as a hand-picked agent by President Kennedy, he became one of the few agents to have lost a President to an assassin when Kennedy died. Now, former CIA assassin Mitch Leary is stalking the current President, who is running for re-election. Mitch has spent long hours studying Horrigan, and he taunts Horrigan, telling him of his plans to kill the President. Leary plans to kill the president because Leary feels betrayed by the government -- Leary was removed from the CIA, and the CIA is now trying to have him killed. After talking to Leary, Horrigan makes sure he is assigned to presidential protection duty, working with fellow secret service agent Lilly Raines. Horrigan has no intention of failing his President this time around, and he's more than willing to take a bullet. White House Chief of Staff Harry Sargent refuses to alter the President's itinerary, while Horrigan's boss, Secret Service Director Sam Campagna, is supportive of Horrigan. As the election gets closer, Horrigan begins to doubt his own abilities, especially when Horrigan's colleague Al D'Andrea is killed by Leary. But Horrigan may be the only one who can stop Leary."
Executive Decision (1996),"Executive Decision. Terrorists take over a 747 bound from Athens to Washington D.C., supposedly to effect the release of their leader. Intelligence expert David Grant suspects another reason and convinces the military that the 'plane should not be allowed to enter U.S. airspace. An assault mission is devised, using a specially equipped 'plane designed for mid-air crew transfers, and Grant finds himself aboard the 747 with a team of military anti-terrorists who have to defuse a bomb and overpower the terrorists."
"Perfect World, A (1993)","Perfect World, A. "
McHale's Navy (1997),"McHale's Navy. Retired Lieutenant Commander Quinton McHale spends his days puttering around the Caribbean in the old PT-73 selling homebrew, ice cream, and swimsuit calendars. He's brought out of retirement when his old nemesis turned the second best terrorist in the world, Major Vladikov, takes over the island of San Moreno and starts building a nuclear launch silo on it. With help from his old crew and hindrances from Captain Wallace B. Binghampton, who sank a cruise liner a while back, McHale tries to put Vladikov out of business."
"Jackal, The (1997)","Jackal, The. "
Seven Years in Tibet (1997),"Seven Years in Tibet. After the death of 11 climbers, Austrian Heinrich Harrer (Brad Pitt) decides to add glory to his country and to the German pride by climbing Nanga Parbat in British India, and leaves his expectant wife behind. Egoist and a loner, he does not get along with others on his team - but must bend to their wishes after bad weather threatens them. Then WWII breaks out, they are arrested and lodged in Dehra Dun's P.O.W. Camp. He attempts to break out in vain several times, but finally does succeed along with Peter Aufschnaiter (David Thewlis), and end up in the holy city of Lhasa - a place banned to foreigners. They are provided food and shelter, and Peter ends up marrying a tailor, Pema Lhaki, while Heinrich befriends the Dalai Lama. He meets regularly to satiate the child's curiosity about the world, including Jack the Ripper and 'yellow hair'; in return he is exposed to teachings of Lord Buddha and even constructs a movie theater, while getting news of the end of the war; his divorce; and his son's refusal to communicate. But nothing will prepare him for the devastation about to descend when Communist China decides to attack, leading to the deaths of over 1 million Tibetans, destruction of over 6000 monasteries, and betrayal from their very own people."
"American President, The (1995)","American President, The. "
Casino (1995),"Casino. This Martin Scorsese film depicts the Janus-like quality of Las Vegas--it has a glittering, glamorous face, as well as a brutal, cruel one. Ace Rothstein and Nicky Santoro, mobsters who move to Las Vegas to make their mark, live and work in this paradoxical world. Seen through their eyes, each as a foil to the other, the details of mob involvement in the casinos of the 1970's and '80's are revealed. Ace is the smooth operator of the Tangiers casino, while Nicky is his boyhood friend and tough strongman, robbing and shaking down the locals. However, they each have a tragic flaw--Ace falls in love with a hustler, Ginger, and Nicky falls into an ever-deepening spiral of drugs and violence."
City Hall (1996),"City Hall. The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences."
Little Women (1994),"Little Women. With their father away fighting in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, men friends start to become a part of the household."
Barcelona (1994),"Barcelona. Ted, a stuffy white guy from Illinois working in sales for the Barcelona office of a US corporation, is paid an unexpected visit by his somewhat less stuffy cousin Fred, who is an officer in the US Navy. Over the next few months, both their lives are irrevocably altered by the events which follow Fred's arrival, events which are the trivial stuff of a comedy of manners at first but which gradually grow increasingly dramatic."
Singin' in the Rain (1952),"Singin' in the Rain. 1927 Hollywood. Monumental Pictures' biggest stars, glamorous on-screen couple Lina Lamont and Don Lockwood, are also an off-screen couple if the trade papers and gossip columns are to be believed. Both perpetuate the public perception if only to please their adoring fans and bring people into the movie theaters. In reality, Don barely tolerates her, while Lina, despite thinking Don beneath her, simplemindedly believes what she sees on screen in order to bolster her own stardom and sense of self-importance. R.F. Simpson, Monumental's head, dismisses what he thinks is a flash in the pan: talking pictures. It isn't until The Jazz Singer (1927) becomes a bona fide hit which results in all the movie theaters installing sound equipment that R.F. knows Monumental, most specifically in the form of Don and Lina, have to jump on the talking picture bandwagon, despite no one at the studio knowing anything about the technology. Musician Cosmo Brown, Don's best friend, gets hired as Monumental's ideas man and musical director. And by this time, Don has secretly started dating Kathy Selden, a chorus girl who is trying to make it big in pictures herself. Don and Kathy's relationship is despite their less than friendly initial meeting. Cosmo and Kathy help Don, who had worked his way up through the movie ranks to stardom, try make the leap to talking picture stardom, with Kathy following along the way. However, they have to overcome the technological issues. But the bigger problem is Lina, who will do anything to ensure she also makes the successful leap into talking pictures, despite her own inabilities and at anyone and everyone else's expense if they get in her way, especially Kathy as Don's off screen girlfriend and possibly his new talking picture leading lady."
Enchanted April (1991),"Enchanted April. This slow-paced gem is about the civilizing influence of Italy on beleaguered Londoners both male and female and has its own civilizing influence on the viewer. It's almost like taking a little mini-trip to Italy, a gorgeously filmed enchantment."
"Sex, Lies, and Videotape (1989)","Sex, Lies, and Videotape. A sexually repressed woman's husband is having an affair with her sister. The arrival of a visitor with a rather unusual fetish changes everything."
Strictly Ballroom (1992),Strictly Ballroom. A maverick dancer risks his career by performing an unusual routine and sets out to succeed with a new partner.
Better Off Dead... (1985),"Better Off Dead.... A teenager has to deal with his girlfriend dumping him among family crises, homicidal paper boys, and a rival skier."
Tin Men (1987),"Tin Men. One step short of larceny, the aluminum siding salesmen in this movie sell their wares, compete with each other, and engage in a lot of great dialog. Tin Men focuses on the rivalry between BB Babowsky and Ernest Tilley. At the same time, the end of small world of which they are kings looms near as a government probe investigates their industry."
Othello (1995),"Othello. Iago convinces Othello, The Moor of Venice that his wife, Desdemona has been unfaithful. Iago is an evil, manipulative character with his own agenda. A plot of jealousy and rage transpires in this classic Shakespearean tale."
To Die For (1995),"To Die For. Suzanne Stone is an aspiring TV personality who will do anything to be in the spotlight, including enlisting three teenagers to kill her husband."
Home for the Holidays (1995),"Home for the Holidays. After losing her job, making out with her soon to be ex-boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson has to face spending the holiday with her family. She wonders if she can survive their crazy antics."
"Juror, The (1996)","Juror, The. "
First Knight (1995),"First Knight. Lancelot lives by the sword. In fact, they're next door neighbours, so teaming up to fight for money comes pretty naturally. Lady Guinevere, on her way to marry King Arthur is ambushed by the evil Sir Malagant. Fortunately Lancelot is lurking nearby and he rescues his future queen. They fall in love, but Guinevere still fancies the idea of wearing a crown, so she honours her promise to Arthur. Can Lady Guinevere remain faithful, or will this Pretty Woman become a lady of the knight?"
Mallrats (1995),"Mallrats. Brodie Bruce, a Sega and comic book obsessed college student, and his best friend, TS Quint, are both dumped by their girlfriends on the same day, and to deal with their loss, they both go to the local mall. Along the way, they meet up with some friends, including Willam, a guy who stares at Magic Eye pictures, desprately trying to see the hidden image; Gwen, one of TS's ex-girlfriends; and Jay & Silent Bob, of Clerks fame. Eventually, they decide to try and win back their significant others, and take care of their respective nemesises (TS's girlfriend's father, and a store clerk who hates the two for not having any shopping agenda)."
Nine Months (1995),"Nine Months. Samuels life is perfect. That is, until he finds out his girlfriend is pregnant. Now he must face the issues that come with being an expecting father, in a most entertaining way."
Circle of Friends (1995),"Circle of Friends. 'Circle Of Friends' is set in 1950's Ireland. The movie focuses on Benny Hogan and her best friend, Eve Malone. The story centers around Benny and Eve as they enter student life at University College, Dublin. Here Benny and Eve reunite with their childhood friend, the ice-cool Nan Mahon, the 'college belle'. They also encounter the handsome and charming Jack Foley, whom Benny quickly falls for."
Immortal Beloved (1994),"Immortal Beloved. The life and death of the legendary Ludwig van Beethoven. Beside all the work he is known for, the composer once wrote a famous love letter to a nameless beloved and the movie tries to find..."
Nell (1994),"Nell. Nell is a girl who's been brought up in an isolated world. The only people she knew were her mother and twin sister. They lived together in a cottage in the forest. Nobody has ever met Nell. After her mother's death, she's discovered by the local doctor Jerome. He's fascinated by her, since she speaks a mangled language, developed by her sister and herself growing up, ""twin speak"" if you will. But Paula, a psychology student, wants her observed in a laboratory. The judge decides they get three months to observe her in the forest, after which he'll decide about Nell's future."
Dave (1993),"Dave. To avoid a potentially explosive scandal when the U.S. President goes into a coma, an affable temp agency owner with an uncanny resemblance, is put in his place."
Philadelphia (1993),"Philadelphia. Andrew Beckett, a gay lawyer infected with AIDS, is fired from his law firm in fear that they might contract AIDS from him. After Andrew is fired, in a last attempt for peace, he sues his former law firm with the help of a homophobic lawyer, Joe Miller. During the court battle, Miller sees that Beckett is no different than anyone else on the gritty streets of the city of brotherly love, sheds his homophobia and helps Beckett with his case before AIDS overcomes him."
Shadowlands (1993),"Shadowlands. C.S. Lewis is the author of the ""Chronicles of Narnia"" books. Known as Jack, he teaches at Oxford during the 1950s. An American fan, Joy Gresham, arrives to meet him for tea in Oxford. It is the beginning of a love affair. Tragically, Joy becomes terminally ill and their lives become complicated."
Sirens (1994),Sirens. N/A
Pretty Woman (1990),"Pretty Woman. Because of his extreme wealth and suave good looks, Edward Lewis could seemingly have any woman he wants, that committed significant other which he needs on his arm at social events to further how he makes his money as a corporate raider. However, he focuses more on his corporate raiding pursuits with his partner in crime, Philip Stuckey, his lawyer of ten years, than those women, with every significant other he's had in his life feeling neglected and eventually leaving him, this fact about which he is just coming to the realization. In Beverly Hills, Edward, in needing that woman on his arms as he and Philip work toward taking over the company owned by the increasingly insolvent James Morse, decides, based on a chance encounter, to hire Hollywood Boulevard hooker Vivian Ward as his escort for the week 24/7. He does so because he wants to have a professional who would be committed to the work, yet not have any commitments to her after the week is over. Beyond their chance encounter, he also makes this decision because she surprises him about unhookerish she is in certain respects. Vivian, relatively new to Los Angeles and the business, still has to look and act the part, with Edward, beyond giving her money, leaving her largely to her own devices to do so. So she gets a somewhat unlikely Henry Higgins in Barney Thompson, the manager of the Beverly Wilshire Hotel where Edward is staying. Barney has to draw that fine line of keeping the hotel's upscale clients happy, while maintaining the posh decorum of the upper class, which does not include people coming into the hotel looking for rooms with hourly rates. As Barney and his associates are able to transform Vivian into a Cinderella, the questions become whether Vivian can go back to her Hollywood Boulevard life and whether she does have her Prince Charming beyond this week in the form of Edward or anyone else who truly does see her as Cinderella as opposed to a Hollywood Boulevard streetwalker."
Jane Eyre (1996),"Jane Eyre. Jane Eyre is an orphan cast out as a young girl by her aunt, Mrs. Reed, and sent to be raised in a harsh charity school for girls. There she learns to become a teacher and eventually seeks employment outside the school. Her advertisement is answered by the housekeeper of Thornfield Hall, Mrs. Fairfax."
"Last Supper, The (1995)","Last Supper, The. "
Ransom (1996),"Ransom. Tom Mullen is a millionaire, he built his fortune by working hard. Along the way he learned how to play the game. He has a great family. One day his son is kidnapped. He is willing to pay the ransom but decides to call in the FBI, who manages to go into his home secretly. When he goes to make the drop something goes wrong. The kidnapper calls him again and reschedules it. On the way Mullen decides not to go and appears on TV saying that the ransom he was going to give to the kidnapper is now a bounty on the kidnapper."
Michael Collins (1996),"Michael Collins. Neil Jordan's depiction of the controversial life and death of Michael Collins, the ""Lion of Ireland"", who led the IRA against the UK and helped found the Irish Free State in 1922."
Real Genius (1985),Real Genius. Teenage geniuses deal with their abilities while developing a laser.
Benny & Joon (1993),"Benny & Joon. In Spokane, Washington, Juniper Pearl - Joon to those that know her - is an artist. She is also a mentally challenged young woman who requires around the clock care, as she could cause harm to herself or others. Her brother Benny Pearl, who owns and operates a garage and who is her only living relative since their parents died twelve years ago in a car accident, has made the decision that she would live at home with him, in the process sacrificing being able to have a personal life of his own. He has hired full-time housekeepers to provide that care when he isn't around. However, he has exhausted the list of housekeepers, who keep quitting because Joon is too much to handle. As such, Benny makes the decision that perhaps it would be best for all concerned if Joon were to live in a group home, something he is hesitating telling her for fear of her reaction. Into their lives comes Sam, the eccentric cousin of Benny's friend Mike, Sam who they obtained from Mike in a losing hand of poker. Among his eccentricities, Sam has a penchant for bursting into Buster Keatonesque physical comedy routines. As Sam ultimately makes a connection with both Benny and Joon, he becomes a complicating factor in their lives as Benny evaluates Sam's fitness to handle both the good and bad of Joon."
"Saint, The (1997)","Saint, The. "
"MatchMaker, The (1997)","MatchMaker, The. "
Amistad (1997),"Amistad. Amistad is the name of a slave ship traveling from Cuba to the U.S. in 1839. It is carrying a cargo of Africans who have been sold into slavery in Cuba, taken on board, and chained in the cargo hold of the ship. As the ship is crossing from Cuba to the U.S., Cinque, who was a tribal leader in Africa, leads a mutiny and takes over the ship. They continue to sail, hoping to find help when they land. Instead, when they reach the United States, they are imprisoned as runaway slaves. They don't speak a word of English, and it seems like they are doomed to die for killing their captors when an abolitionist lawyer decides to take their case, arguing that they were free citizens of another country and not slaves at all. The case finally gets to the Supreme Court, where John Quincy Adams makes an impassioned and eloquent plea for their release."
Tomorrow Never Dies (1997),"Tomorrow Never Dies. Agent James Bond 007 is on a mission which includes a media tycoon, his former lover and a Chinese agent. Elliot Carver wants to complete his global media empire, but in order for this to work, he must achieve broadcasting rights in China. Carver wants to start up World War III by starting a confrontation over British and Chinese waters. Bond gains the help of Wai Lin on his quest to stop him, but how will Bond feel when he meets up with his former lover, who is now Carver's wife."
Red Corner (1997),"Red Corner. Jack Moore is an American attorney having talks in Bejing about founding the first satellite TV joint venture. Suddenly he is arrested, accused of murder and has to prove it was a frame-up together with his court-appointed attorney Shen Yuelin."
Jumanji (1995),"Jumanji. After being trapped in a jungle board game for 26 years, a Man-Child wins his release from the game. But, no sooner has he arrived that he is forced to play again, and this time sets the creatures of the jungle loose on the city. Now it is up to him to stop them."
Father of the Bride Part II (1995),"Father of the Bride Part II. In this sequel to ""Father of the Bride"", George Banks must accept the reality of what his daughter's ascension from daughter to wife, and now, to mother means when placed into perspective against his own stage of life. As the comfortable family unit starts to unravel in his mind, a rapid progression into mid-life crisis is in his future. His journey to regain his youth acts as a catalyst for a kind of ""rebirth"" of his attitude on life when he and his wife, Nina, find how their lives are about to change as well."
Beautiful Girls (1996),"Beautiful Girls. New York based jazz pianist Willie Conway heads back to his small hometown of Knights Ridge, Massachusetts for a high school reunion. The trip is as much to go to the reunion and see his old friends - none of whom left Knights Ridge after graduation - as it is to get away from his current life, at which he is at a crossroads both personally and professionally. He is just eking out a living with his piano playing gigs, and as such he is thinking about taking a sales job. He's also not sure if he's ready to marry his long time girlfriend, lawyer Tracy Stover. Most of Willie's Knights Ridge blue collar friends' best days were in high school, they still having that ""trophy"" mentality of girlfriends and wives. Only Michael ""Mo"" Morris is happily married with a family. Paul Kirkwood, whose room is plastered with magazine pictures of models, wants his waitress ex-girlfriend Jan back only because he knows now that he can't have her. And Tommy ""Birdman"" Rowland, who was the big man in high school, is trying to end his affair with his now married high school girlfriend, Darian Smalls. Despite knowing about Darian, Tommy's current girlfriend, Sharon Cassidy, stands by her man through bad and worse. A cousin of their bar owning friend Stanley ""Stinky"" Womack, the beautiful Andera who is visiting from Chicago, may provide the voice of reason for this group of friends in dealing with their women problems. Some reason is what Willie may need in trying to figure out why he is attracted to Marty, his father's thirteen year old neighbor, especially as Willie learns that Tracy has decided to join him for the reunion."
Happy Gilmore (1996),Happy Gilmore. A rejected hockey player puts his skills to the golf course to save his grandmother's house.
Casper (1995),"Casper. Furious that her late father only willed her his gloomy-looking mansion rather than his millions, Carrigan Crittenden is ready to burn the place to the ground when she discovers a map to a treasure hidden in the house. But when she enters the rickety mansion to seek her claim, she is frightened away by a wicked wave of ghosts. Determined to get her hands on this hidden fortune, she hires afterlife therapist Dr. James Harvey to exorcise the ghosts from the mansion. Harvey and his daughter Kat move in, and soon Kat meets Casper, the ghost of a young boy who's ""the friendliest ghost you know."" But not so friendly are Casper's uncles--Stretch, Fatso and Stinkie--who are determined to drive all ""fleshies"" away. Ultimately, it is up to Harvey and Kat to help the ghosts cross over to the other side."
Devil in a Blue Dress (1995),"Devil in a Blue Dress. It is 1948 in LA and Ezikeal ""Easy"" Rawlins, an African-American World War II veteran, is looking for work. At his friend's bar, he is introduced to a white man, DeWitt Albright, who is looking for someone to help him find a missing white woman assumed to be hiding somewhere in LA's Black community. This woman, Daphane Monet, happens to be the fiance of a wealthy ""blue blood,"" Todd Carter, who is currently the favorite in the city's mayoralty race. Daphane Monet is known to frequent the Black jazz clubs in LA. Easy, innocently, accepts Albright's offer; however, he quickly finds himself amidst murder, crooked cops, ruthless politicians, and brutalizing hoodlums. This is a Chandler-esque ""who-done-it"" with an African-American theme."
Don Juan DeMarco (1995),Don Juan DeMarco. 
Dumb & Dumber (1994),"Dumb & Dumber. Harry and Lloyd are two good friends who happen to be really stupid. The duo set out on a cross country trip from Providence to Aspen, Colorado to return a briefcase full of money to its rightful owner, a beautiful woman named Mary Swanson. After a trip of one mishap after another, the duo eventually make it to Aspen. But the two soon realize that Mary and her briefcase are the least of their problems."
French Kiss (1995),"French Kiss. Kate and Charlie have a perfect life planned out before them: buying a house, marriage, kids, the whole works. Kate's fear of flying keeps her in Canada while Charlie goes to Paris for a medical convention. While there Charlie is smitten by the lovely Juliette. He calls off the wedding with Kate and she nervously boards a plane to get him back. She ends up sitting next to the petty French thief Luc Teyssier. He hides a stolen necklace and smuggled grape vine in her bag to get it through customs. Her bag is stolen, the necklace apparently lost, and Kate and Luc head to Cannes -- Luc to find the necklace and Kate get Charlie back. Along the way, Kate and Luc begin having feelings for each other -- which change the course of their lives."
Tommy Boy (1995),"Tommy Boy. An incompetent, immature, and dimwitted heir to an auto parts factory must save the business to keep it out of the hands of his new, con-artist relatives and big business."
Bullets Over Broadway (1994),"Bullets Over Broadway. Set in 1920's New York City, this movie tells the story of idealistic young playwright David Shayne. Producer Julian Marx finally finds funding for the project from gangster Nick Valenti. The catch is that Nick's girl friend Olive Neal gets the part of a psychiatrist, and Olive is a bimbo who could never pass for a psychiatrist as well as being a dreadful actress. Agreeing to this first compromise is the first step to Broadway's complete seduction of David, who neglects longtime girl friend Ellen. Meanwhile David puts up with Warner Purcell, the leading man who is a compulsive eater, Helen Sinclair, the grand dame who wants her part jazzed up, and Cheech, Olive's interfering hitman / bodyguard. Eventually, the playwright must decide whether art or life is more important."
Menace II Society (1993),"Menace II Society. This urban nightmare chronicles several days in the life of Caine Lawson, following his high-school graduation, as he attempts to escape his violent existence in the projects of Watts, CA."
"Celluloid Closet, The (1995)","Celluloid Closet, The. "
One Fine Day (1996),"One Fine Day. Melanie Parker, an architect and mother of Sammy, and Jack Taylor, a newspaper columnist and father of Maggie, are both divorced. They meet one morning when overwhelmed Jack is left ..."
Space Jam (1996),"Space Jam. Swackhammer, owner of the amusement park planet Moron Mountain is desperate get new attractions and he decides that the Looney Tune characters would be perfect. He sends his diminutive underlings to get them to him, whether Bugs Bunny & Co. want to go or not. Well armed for their size, Bugs Bunny is forced to trick them into agreeing to a competition to determine their freedom. Taking advantage of their puny and stubby legged foes, the gang selects basketball for the surest chance of winning. However, the Nerdlucks turn the tables and steal the talents of leading professional basketball stars to become massive basketball bruisers known as the Monstars. In desperation, Bugs Bunny calls on the aid of Micheal Jordan, the Babe Ruth of Basketball, to help them have a chance at winning their freedom."
